,file,artist,title,lyrics,tags,mood
182,TRAVXII128F92FCC6D.h5,Stephen Marley,Mind Control,"Yeah, yeah, yeah
Now tell you what

It's mind control, mind control
Corruption of your thoughts (yeah), destruction of your soul
Mind control, it's mind control
Corruption of your thoughts (yeah), destruction of your soul

Don't let them mould your mind, they want to control mankind
Seems like their only intention is to exploit the earth (hey)
And you trust in their deceit, your mind causes your defeat
And so you become an invention to distort this earth

Propaganda and lies, is a plague in our lives
How much more victimised, before we realise (hey)

It's mind control, mind control
Corruption of your thoughts (yeah), destruction of your soul
Mind control, it's mind control
Corruption of your thoughts (yeah), destruction of your soul

Ooh grand master, let the people go
You put them in total confusion, to downs-troy their soul
For they practise what you preach, so they're always in your reach
High-tech slavery in these days, it's mind control

They'll make it attractive, to get man distracted
Corrupting your, polluting your
Destroying (your soul, mind control)
Mind control
Corruption of your thoughts (yeah), destruction of your soul
Mind control, it's mind control
Corruption of your thoughts (yeah), destruction of your soul

Come on and, get it together brother man
What, what you say?
Yeah

It's mind control, mind control
Corruption of your thoughts (yeah), destruction of your soul
Mind control, it's mind control
Corruption of your thoughts (yeah), destruction of your soul

(The truth is there for us to see)
It's mind control, mind control
Corruption of your thoughts (yeah), destruction of your soul
(The truth is there for us to see)
Mind control, it's mind control
Corruption of your thoughts (yeah), destruction of your soul

(The truth is there for us to see)
(The truth is there for us to see)
(The truth is there for us to see)","['reggae', 'stephen marley', 'roots reggae', 'marley', 'jamaica', 'heavy rotation', 'chill', 'rock', 'soul', 'ragga', 'dancehall', 'marijuana', 'Protest', 'happiness', 'Hip-Hop', 'punk', 'singer-songwriter', 'ska', 'funky', 'Like', 'loved', 'truth', 'essentials', 'metro reggae', 'Madrid', 'conscious', 'Rasta', 'raggamuffin', 'favouritestreamable', 'awesome artist', 'Roots Rock Reggae', 'lieblinge', 'Reggae funk', 'OpelMelange', 'good riddim', 'favouritereggae', 'kmem8100', 'reggae - roots', 'bring the system down', 'cariblat', 'Reg-i-die', 'Ladenmusik', 'ReggaePearls', 'AnfieldRapFM', 'Reggae tag', 'stephen marly-mind control', 'cleoritz', 'gimme sum marley']",1
193,TRAFKHA12903CF0E89.h5,Shakedown,At Night,"(I feel... at night)

It seems I can't deny 
Some days just don't feel right 
I think I feel, I feel much better 
At night

Seems I can't deny 
Some days just don't feel right 
I think I feel, I feel much better 
At night

Sometimes I can't deny 
Some days just pass me by 
You know I feel, I feel much better 
At night

(I feel...) 

Seems I can't deny 
Some days just don't feel right 
I think I feel, I feel much better 
At night

Sometimes I can't deny 
Some days just pass me by 
You know I feel, I feel much better 
At night

Yeah","['House', 'dance', 'funky house', 'electronic', '00s', 'club', 'DIsco House', 'electronica', 'Shakedown', 'at night', 'chillout', 'deep house', 'night', 'party', 'chill', 'female vocalists', 'electro house', 'vocal house', '2001', 'electrohouse', 'ulubione', 'electronic house', 'just chill', 'Dance  Disco', 'soft house', 'shakedown-at night', 'shakedown at night', 'nu jazz', 'pop', 'classic', 'alternative', 'sexy', 'downtempo', 'electro', 'funk', 'techno', 'minimal', 'idm', 'groove', 'lounge', '90s', 'gay', 'deep', 'chilled', 'dnb', 'favourite', 'dancehall', 'eurodance', 'heard on Pandora', 'dj', 'female vocal', 'swiss', 'techhouse', 'brighton', 'duo', 'chill out', 'i am a party girl here is my soundtrack', 'Sommer', 'classics', 'design', 'dance top', 'pozytywne wibracje', 'Dancemania', 'umpa umpa', 'welcome to the club', 'elektronic beats', 'to get', 'dancefloor', 'jupiter', 'ministry', 'euro house', 'club house', 'danse', 'Silkred-LovedAll', 's', 'Superfunk', 'flawless', 'over 5 minutes long', 'saturn', 'Radio1', 'Makes me BOUNCE', 'damned good', 'universal', 'strike', 'catwalk', 'runway', 'NY House', 'pidu', 'female dance vocals', 'funky groove', 'Universal Music', 'malloy2000 playlist - top songs - classical to metal', 'favouritestreamable', 'favouritehouse', 'kmem800', 'twisted house', 'nu-bluz', 'groovy beats', 'it is party time', 'Silky Sexy Smooth']",4
214,TRBCKSF128F932FA70.h5,Fall Out Boy,(Coffee's For Closers),"I, I, I, I can't explain a thing
I, I, I, I want everything 
To change and stay the same
Oh time doesn't care about anyone or anything

Come together
Come apart
Only get lonely when you read the charts

Oh baby, when they made me
They broke the mold
Girls used to follow me around
Then I got cold

Throw your cameras in the air
And wave them like you just don't care

I will never believe in anything again
I will never believe in anything again
Though change will come
Oh, change will come
I will never believe in anything again

We will never believe again
Kick drum beating in my chest again
We will never believe again
Preach electric to a microphone stand, oh

I'm a mascot for what you've become
I, I, I love the mayhem more than the love

Oh baby, when they made me
They broke the mold
Girls used to follow me around
Then I got cold

Throw your cameras in the air
And wave them like you just don't care

I will never believe in anything again
I will never believe in anything again
Though change will come
Oh, change will come
I will never believe in anything again

We will never believe again
Kick drum beating in my chest again
We will never believe again
Preach electric to a microphone stand

Throw your cameras in the air
And wave them 'cause I just don't care
Throw your cameras in the air
And wave them 'cause I just don't care

I will never believe in anything again
I will never believe in anything again

Though change will come
Oh, change will come
I will never believe in anything again
I will never believe in anything again

Though change will come
Oh, change will come
I will never believe in anything again

We will never believe again
Kick drum beating in my chest again
We will never believe again
Preach electric to a microphone stand

We will never believe again
Kick drum beating in my chest again
We will never believe again
Preach electric to a microphone stand","['rock', 'Fall Out Boy', 'alternative', 'Pop-punk', 'fob', 'pop', 'pop punk', 'alternative rock', 'power pop', 'catchy', 'epic', 'american', 'punk rock', 'FUCKING AWESOME', 'triumphant', 'chill', 'Favorite Bands', 'punk', 'emo', 'USA', 'pop rock', 'Love', 'Awesome', 'strings', 'upbeat', 'amazing', 'favourite', 'great song', 'male vocalist', 'guilty pleasure', 'Favorite', 'dance dance dance', 'food', 'come together', 'love this', '2000s', 'good lyrics', '<3', 'danceable', 'coffee', 'bang', 'impressive', 'songs that make me happy', 'Great Band', 'lovelovelove', 'Fueled by Ramen', 'rocking out', 'music love', 'red bull', 'makes me wanna dance', 'Rock on', 'awesome artists', 'play it again', 'ana', 'workout songs', '-5', 'fast paced', 'falloutboy', 'What a great song', 'makes me think', 'parenthetical', 'choooon', 'sing at the top of my lungs', 'fucking love this', 'Folie A Deux', 'intro love', 'favorite lines', 'F O B', 'danziiiing', 'drink to me', 'pete your lyrics own me', 'feel-good song', 'faveourite song', 'i_like_it', 'post depression', 'change will come', 'i will never believe in anything again', 'preach electric to a microphone stand', 'kick drum beating in my chest again', 'throw your cameras in the air', 'dorogadomoi', 'misterhatt', ' pop rock']",1
241,TRASWPD128F42B4F7B.h5,Rihanna,We Ride,"Ride, when we ride we ride
It's till the day we die
We ride, when we ride we ride
It's till the day we die

It's real late, 'bout a quarter to one
Thinking about everything we become
And I hate it
I thought we could make it

But I'm ready to dead this
Just wanna forget about it
I saw her pictures
And the letters she sent

You had me thinking
You were out with your friends
I'm so foolish
Play me like I'm stupid
'Cause I thought it was just you and I

Now I look back on the time
That we spent and I
See it in my mind
Playing over and over again

'Cause boy right now
You got me breaking down
And I just can't figure out why
But this is what you say

We ride, when we ride we ride
It's till the day we die
We ride, when we ride we ride
It's till the day we die

We ride, when we ride we ride
It's till the day we die
We ride, when we ride we ride
It's till the day we die

Visions in my mind
Of the day that we met
You showed me things
That I'll never forget

Took me swimming
In the ocean
You had my head up in the clouds
Made me feel like I'm floating
You think I'm playing

When you know it's the truth
Nobody else can do it quite like I do
All my kisses
And my loving
But ain't nobody better than us

Now I look back on the time
That we spent and I
See it in my mind
Playing over and over again
'Cause boy right now
You got me breaking down
And I just can't figure out why

We ride, when we ride we ride
It's till the day we die
We ride, when we ride we ride
It's till the day we die

We ride, when we ride we ride
It's till the day we die
We ride, when we ride we ride
It's till the day we die

I guess it's over indefinitely
But you and I know
It's not that easy to let go
Of everything that we planned
And start all over again

Just blame yourself 'cause you blew it
I won't forget how you do it
Sweet baby this is where the game ends now
Somehow wanna believe you and me
We can figure it out

We ride, when we ride we ride
It's till the day we die
We ride, when we ride we ride
It's till the day we die

You finna make me say boy
I wish that you come hold me
When I'm lonely
When I need someone to talk to

You would phone me
Just like everything you told me
(When we ride we ride, it's till the day we die)
Boy you forgot about the promises you made me
And now we'll let the memories just fade away
But I remember what you used to say
(When we ride we ride, it's till the day we die)

We ride, when we ride we ride
It's till the day we die
We ride, when we ride we ride
It's till the day we die

We ride, when we ride we ride
It's till the day we die
We ride, when we ride we ride
It's till the day we die

We ride","['rnb', 'Rihanna', 'pop', 'female vocalists', 'Hip-Hop', 'r&b', 'dance', 'soul', 'we ride', 'we ride by rihanna', 'sexy', 'Love', '2006', '00s', 'female', 'hip hop', 'cute', 'RB', 'summer', 'nice', 'hottie', 'my music', 'A girl like me', 'reggae', '2009', 'favorites', 'energy', 'calm', 'catchy', 'urban', 'beautiful', 'american', 'smooth', 'melancholy', 'dancehall', 'slow jams', 'comforting', ""r'n'b"", 'barbadian', 'good girl gone bad', 'chill', 'clean', 'slow', 'dance-pop', 'me', 'upbeat', 'club', 'Electronics', 'Mellow', 'top', 'party', 'NYC', 'heard on Pandora', 'female vocalist', 'great lyrics', 'hot', '2011', 'Favorite', 'top 40', 'shit', 'san francisco', 'english', 'sunny', 'Sommer', 'sweet', 'Island', 'Black', 'angel', 'Remember', 'woman', 'Love it', 'single', 'chillin', 'favorite tracks', 'Girl', 'roc-a-fella', 'southern rap', '6 of 10 stars', 'ballads', 'songs that make me cry', 'female pop', 'stargate', 'dreams', '13', 'Self', 'Rockstars', 'Trl', 'caribbean', 'All', 'heart ache', 'I LIKE THIS SONG', 'RandB', 'gediegen', 'gut', 'the best', 'UK top 40', 'TiPPaRaDe', 'Love this song', 'janet jackson', 'divas']",1
243,TRBEOUP12903CF652E.h5,Joe Bonamassa,So Many Roads,"So many roads
So many trains to ride
So many roads
So many trains to ride
I've got to find my baby
Before I can be satisfied

I was staring out my window
When I heard that whistle blow
I was staring out my window
When I heard that whistle blow
I thought it was a street light
Oh, when I saw a glow

It was a mean old fireman
And a cruel engineer
It was a mean old fireman
And a cruel engineer
Yes, That took my baby
And left me standing here

So many roads
So many trains to ride
So many roads
So many trains to ride
I've got to find my baby
Before I'm satisfied","['blues', 'blues rock', 'rock', 'guitar virtuoso', 'Awesome Guitar Jams', 'guitar', 'classic rock', 'blues guitar', 'Guitar Gods', 'joe bonamassa', 'allboutguitar', 'BRC Blues Band', 'BRC Blues Band Karlsruhe', 'seen live', 'cover', 'party', 'quiet', 'male vocalists', 'Guitar Hero', 'best', 'electric blues', 'Chicago Blues', 'Good Stuff', 'joe', 'rockin', 'bluesrock', 'Modern Blues', 'Karlsruhe', 'mannheim', 'Guitar Solo', 'guitar blues', 'bad ass', 'free blues', 'rock organ', 'Chilled rock', '-favorites-', 'Blues Blues', 'awsome guitar solos', 'ludwigshafen', 'General Electric Blues', 'SMR', 'sergio', 'bluz', 'Radio Karlsruhe', 'allboutGuitarcom', 'LuMarPlenum', '-soul-funk-blues-rnb-', 'bluesclubka', 'jrgarou', 'Blues Tag', 'Lfav', 'tungt06-', '1 blues rock', 'BRC Blues Band - Juke And The Blue Joint', 'udoblues', 'Blues und Rock Club Karlsruhe', 'Radio Ettlingen', 'Radio4You', 'JeffBeck allboutGuitar BRCBluesBand SRV BluesRockclub', 'allboutGuitar Lessons - Blues Workshops', 'allbout Guitar Lessons - Blues Workshops Karlsruhe', 'goodggl', 'my-blues', 'NOVA1974', 'fromtcw923', 'diow', 'So many roads', 'Rix Heavy Blues Trax', 'Dans Videos', 'Joe Bonamassa - So Mary Roads', 'blueswell', 'so many  roads']",4
257,TRBIAHA128F42A4C9B.h5,Public Image Ltd,This Is Not A Love Song,"This is not a love song
This is not a love song
This is not a love song

This is not a love song
This is not a love song
This is not a love song
This is not a love song

Happy to have, not to have not
Big business is very wise
I'm crossing over into
E-enterprise

Love song
Love song
Love song
Love song

I'm going over to the other side
I'm happy to have not to have not
Big business is very wise
I'm inside free enterprise

I'm adaptable
I'm adaptable

I'm adaptable and I like my new role
I'm getting better and better
And I have a new goal
I'm changing my ways where money applies

This is not a love song
This is not a love song
This is not a love song
This is not a love song
This is not a love song

Now are you ready to grab the candle
That tunnel vision - not television
Behind the curtain - out of the cupboard
You take the first train - into the big world
Now will I find you - now will you be there

Not a love song
Not a love song
Not a love song...","['post-punk', '80s', 'new wave', 'punk', 'alternative', 'Post punk', 'experimental', 'pop', 'british', 'dance', 'rock', 'Public Image Ltd', '1983', 'alternative rock', 'theo73 loves this music', 'favorites', 'catchy', 'punk rock', 'Soundtrack', 'John Peel', 'alternative dance', 'Favorite', '1980s', 'pil', 'johnny rotten', 'I want back to the 80s', 'lizvelrene postpunk', 'Public Image', 'Love', 'Experimental Rock', 'eighties', '1984', 'versions', 'british rock', 'nouvelle vague originals', 'waltz with bashir', 'this is not a love song', 'songs from under the floorboards', 'for those nostalgic people born in the seventies', 'similar to: violent femmes', 'Disco', 'electronic', 'classic', 'sad', 'New-Wave', 'downtempo', 'UK', 'memories', 'funk', 'Gothic', 'london', 'quirky', 'weird', 'Retro', 'england', 'summer', 'Mellow', 'lovesong', 'party', 'avantgarde', 'Like', 'old school', 'plinky plonky', 'favourite', 'I like', 'fun', 'loved', 'groovy', 'altparty', 'cool', 'good', 'modern rock', 'male vocalist', 'new romantic', ""80's"", '4', 'popular', 'best', 'indie disco', 'Guilty Pleasures', 'dance rock', 'dance-punk', 'lovely', 'audioase', 'english', 'punkish', 'cheesy', 'romance', 'work', 'classics', 'annoying', 'interesante', 'lol', 'dance punk', 'eclectonia', 'all the best', '4 Stars', 'Excellent tune', 'favorite tracks', 'Favourite Songs']",2
263,TRBDGEW128F93333E0.h5,Junior Kimbrough,Lonesome Road,"Hey, hey
Get along, I'm all alone
In my home

Hey, hey
Get along, babe, I'm all alone
In my home

Well, I ain't got nobody
Nobody to keep me company

Hey, hey.
I'm going to leave you alone
I'm going back down
That lonesome road.

Hey, hey.
I'm going to leave you alone
I'm going back down
That lonesome road.

Well, the reason why I'm leavin'
Now baby, now girl, you know
You ain't treating me right


Hey, hey hey baby
Mmmhmm, baby.
Mmmhmm, baby
What's wrong with you?

Hey, hey, baby
Now, girl don't you hear me calling you

Well, I ain't got nobody
Nobody to keep me company","['blues', 'oldies', 'legend', 'dark', 'hypnotic', 'guitarist', 'the strombo show', 'Junior Kimbrough', 'and carry me away', 'bluesradio']",2
273,TRAXDBM128E0785BD8.h5,Missy Higgins,The Special Two (Australian Version),"I've hardly been outside my room in days,
'Cause I don't feel that I deserve the sunshine's rays.
The darkness helped until the whiskey wore away,
And it was then I realized that conscience never fades.
When you're young you have this image of your life:
That you'll be scrupulous and one day even make a wife.
And you make boundaries you'd never dream to cross,
And if you happen to you wake completely lost.
But I will fight for you, be sure that
I will fight until we're the special two once again.

And we will only need each other, we'll bleed together,
Our hands will not be taught to hold another's,
'Cause we're the special two.
And we could only see each other, we'll breathe together,
These arms will not be taught to need another's,
'Cause we're the special two.

I remember someone old once said to me:
That lies will lock you up with truth the only key
But I was comfortable and warm inside my shell,
And couldn't see this place could soon become my hell.
So is it better to tell and hurt or lie to save their face?
Well I guess the answer is don't do it in the first place.
I know I'm not deserving of your trust from you right now,
But if by chance you change your mind you know I will not
Let you down 'cause we were the special two, and will be again.

And we will only need each other, we'll bleed together,
Our hands would not be taught to hold another's,
'Cause we're the special two.
And we could only see each other we'll breathe together,
These arms will not be taught to need another's
'Cause we're the special two.

I step outside my mind's eyes for a minute.
And I look over me like a doctor looking for disease,
Or something that could ease the pain.
But nothing cures the hurt you bring on by yourself,
Just remembering, just remembering how we were

And we would only need each other, we'd bleed together,
These hands would not be taught to hold another's,
We were the special two.
And we could only see each other we'd bleed together,
These arms would not be taught to need another's
'Cause we're the special two.","['Love', 'depressing', 'Go', 'femme', 'The Special Two']",2
314,TRARFWJ128F9339D70.h5,Maximilian Hecker,Birch,"You're the goddess of my daydreams
You're the diving suit to my body
You're the one I will never touch
You're the swanlike birch

Recompense me for my longing
Sugar-coat and eat me, my Venus
Cleanse my blood with your juice
Like a swanlike birch

You're the goddess of my daydreams
You're the diving suit to my body
You're the speed I lack when I'm fleeing
You're the hiding place for my torn heart
You're the one I will never touch
You're the swanlike birch","['indie', 'indie pop', 'singer-songwriter', 'german', 'German Indie', 'calm', 'acoustic', 'melancholic', 'piano rock', 'relax', 'Dream', 'sleepy', 'depressive', 'german artists', 'sol', 'Hecker', 'airy pop', 'one of the best ballads ever', 'little song song', 'classical pianos motions', 'grayish mood', 'dreamlanded illusion']",2
333,TRAHZMM128E07838FF.h5,Wet Wet Wet,Goodnight Girl,"You hear me so clearly
And see how I try
So you feel me, So heal me
And tear me apart

And I won't tell a soul
I won't tell at all
And do they have to know, do they have to know
About my Goodnight Girl

Caught up in your wishing well
Your hopes inside it
Take your love and promises
And make them last
You make them last, make them last, make them last

You keep me so near you
And see me so far
And hold me and send me
And deep in your heart

And I won't tell a soul (I won't tell a soul)
I won't tell at all (I won't tell at all)
And I won't let them know (I won't let them know)
About my Goodnight Girl

Caught up in your wishing well
Your hopes inside it
Take your love and promises
And make them last
You make them last
Caught up in your wishing well
Your hopes inside it
Take your love and promises
And make them last
You make them last

Doesn't matter how sad
I made ya
Doesn't matter how hard
I try

Just remember the same
Old reason
Reflected in your eyes
You said you wanted me, hmmm

Caught up in your wishing well
Your hopes inside it
Take your love and promises
And make them last
You make them last
Caught up in your wishing well
Your hopes inside it
Take your love and promises
And make them last
You make them last","['pop', '90s', 'wet wet wet good night girl', 'wet wet wet', 'romantic', 'easy listening', 'british', 'oldies', 'sad', 'calm', 'night', 'peaceful', 'Mellow', 'soft', 'male vocalists', 'love songs', 'top 40', 'Simple Minds', 'sweet', 'wrong track streaming', 'uk number one', 'kuschelrock', 'rest area', 'classic rock', 'chillout', 'downtempo', 'Love', 'acoustic', 'soft rock', 'beautiful', 'lovesong', 'melancholy', 'melancholic', 'male vocalist', 'Ballad', '4', '1992', 'dido', 'misc', 'loneliness after dusk', 'all the best', 'wolo999', '1990s', 'easy', 'tenderness', 'Bob Marley', 'sadness', 'lovesongs', 'favourite tracks', 'My Favorites', 'minor', '80er', 'boybands', '2 of 10 stars', '90s pop', 'number one hits', 'Sweet Love', 'Goodnight', 'The Best Of All', 'For Her', 'bad title', 'Best Songs of the 90s', 'Top 100 UK hits of the 90s', 'Brems Tagg radio', 'Relaxing sounds', 'warm feelings', 'candlelight music', 'evening for two', '90 - NINETIES', 'love is all around', 'that girl', 'an old fashioned woman like me', 'stupidly romantic', 'let there be love', 'pop romantico', 'Party-Smoochin', 'rockoteka', 'music to top yourself by', 'Simple Red', 'Radio Saturday', 'fhEasy', 'gh fgh', 'ik ben', 'steady away', 'Roffmans recommended', 'fH Projex', 'pergossa', 'loolaby', 'Javier Favoritos', 'orange song', 'retrorelax', 'poptop100', 'wet wet wet-goodnight girl', 'carolinawirsehenunsimhimmelwieder', 'linoldie']",2
343,TRBGMJF128F425E8EA.h5,30 Seconds To Mars,End Of The Beginning,"Here we are searching for a sign
Here we are searching for a sign

It's the end here today
But I will build a new beginning
Take some time, find a place
And I will start my own religion

As the day divides the night
Here we are searching for a sign

Watch the men multiply
See them ease out of the circle
Watch your friends run and hide
Help them fall back in this cycle

Here we are searching...

You saw what you get
If you take what you take
Look in the eye of the test
It's all because
Now there's a feeling I get
When I look to the left
But it should never be sensed
Our searching for a sign

Can you feel it?
Things are changing
Can you see it?
Watch as the worlds collide
Can you see it?
Can you feel it?
Watch as the worlds
Collide... into themselves
Collide... into themselves

Another time, another place
Another time, another place
A paradimensional race
A paradimensional race

Searching

You saw what you get
If you take what you take
Look in the eye of the test
It's all because
Now there's a feeling I get
When I look to the left
But it should never be sensed
Our searching for a sign

You saw what you get
If you take what you take
Look in the eye of the test
It's all because
Now there's a feeling I get
When I look to the left
But it should never be sensed
Our searching for a sign","['alternative rock', 'rock', '30 seconds to mars', 'alternative', 'Progressive rock', 'emo', 'space rock', 'Jared Leto', 'hard rock', 'new wave', 'metal', 'Awesome', 'Favorite', 'Favorite Bands', 'punk', 'male vocalists', 'indie', 'pop', 'beautiful', 'american', 'alternative metal', 'amazing', 'male vocalist', '00s', 'alt rock', 'FUCKING AWESOME', 'music to fuck to', 'Love this song', '30stm', 'Shannon Leto', 'rockoblivion', 'seen live', 'favorite songs', 'pop rock', 'power', 'Love', 'industrial', 'RockPop', 'downbeat', 'loud', 'moody', 'industrial rock', 'Progressive', 'favourite', 'emotional', 'melancholic', 'spacey', 'good', 'modern rock', 'guilty pleasure', 'great lyrics', 'Prog-Rock', 'post-hardcore', 'relax', 'best', 'Nu Metal', 'hardcore punk', 'inspiring', 'interesante', 'all time faves', 'favorite song', 'Soundtrack des Lebens', 'fuck', 'addicting', '10 of 10 stars', 'feelgood', 'awesomeness', 'Britney Spears', 'FUCKING EPIC', 'Nu-metal', 'fire', 'greatness', 'alt metal', 'Favourite bands', 'kickass', 'my music', 'not emo', '4 Star', 'Alternativo', 'the best', 'One', 'rome-italian neoclassical post-progressive emocore', '11', 'favorite album', 'best song', 'Collide', 'Rock on', 'Shannon', 'songs that you wanna listen to over and over again', 'jennifer lopez', 'DarkLight', 'suru', 'Sonstiges', 'asd', 'Mischa', 'Theory Of A Deadman', 'rauhoittavia', 'magical constellation', 'misshes station', 'the best of']",2
