lyrics,mood
"I hear you talking when I'm on the street
Your mouth don't move but I can hear you speak

What's the matter with the boy?
He don't come around no more
Is he checking out for sure?
Is he gonna close the door on me?

I'm always hearing voices on the street
I want to shout, but I can't hardly speak

I was making love last night
To a dancer friend of mine
I can't seem to stay in step
'Cause she come ev'ry time that she pirouettes over me

And I only get my rocks off while I'm dreaming
I only get my rocks off while I'm sleeping

I'm zipping through the days at lightning speed
Plug in, flush out and fire the fuckin' feed

Heading for the overload
Splattered on the dirty road
Kick me like you've kicked before
I can't even feel the pain no more

But I only get my rocks off while I'm dreaming (only get them off)
I only get my rocks off while I'm sleeping (only get them off)

Feel so hypnotized, can't describe the scene
It's all mesmerized all that inside me

The sunshine bores the daylights out of me
Chasing shadows moonlight mystery

Headed for the overload
Splattered on the dirty road
Kick me like you've kicked before
I can't even feel the pain no more

But I only get my rocks off while I'm dreaming (only get them off, get them off)
I only get my rocks off while I'm sleeping (only get them off, get them off)
And I only get my rocks off while I'm dreaming (only get them off, get them off)
I only get my rocks off while I'm sleeping (only get them off, get them off)
I only get my socks off while I'm sleeping (only get them off, get them off)
(Only get them off, get them off)",1
"I may run and hide when you're screamin' my name, alright
But let me tell you now, there are prices to fame, alright
All of our time spent in flashes of light

All you people can't you see, can't you see
How your love's affecting our reality?
Every time we're down, you can make it right
And that makes you larger than life, alright

Looking at the crowd and I see your body sway, c'mon
Wishin' I could thank you in a different way, c'mon
'Cause all of your time spent keeps us alive

All you people can't you see, can't you see
How your love's affecting our reality?
Every time we're down, you can make it right
And that makes you larger than life

Larger than life
Yeah, that's right
All of your time spent keeps us alive, yeah
Every time we're down, you can make it right

All you people can't you see, can't you see
How your love's affecting our reality?
Every time we're down, you can make it right
And that makes you larger than life

Yeah, every time we're down
Yeah, you can make it right
Yeah, that's what makes you larger than life, yeah

All you people can't you see, can't you see
How your love's affecting our reality?
Every time we're down, you can make it right
And that makes you larger, that makes you larger
Than makes you larger than life, yeah",1
"Let's dance in style,
Let's dance for a while
Heaven can wait,
We're only watching the skies
Hoping for the best
But expecting the worst
Are you going to drop the bomb or not
Let us die young or let us live forever
We don't have the power
But we never say never
Sitting in a sandpit,
Life is a short trip
The music's for the sad men
Can you imagine when this race is won??
Turn our golden faces into the sun
Praising our leaders,
We're getting in tune
The music's played by the madmen
Forever young, I want to be forever young
Do you really want to live forever
Forever and ever
Forever young, I want to be forever young
Do you really want to live forever
Forever young

Some are like water
Some are like the heat
Some are a melody and some are the beat
Sooner or later, they all will be gone
Why don't they stay young?
It's so hard to get old without a cause
I don't want to perish like a fading horse
Youth's like diamonds in the sun
And diamonds are forever
So many adventures couldn't happen today
So many songs we forgot to play
So many dreams swinging out of the blue
We'll let them come true
Forever young, I want to be forever young
Do you really want to live forever
Forever and ever
Forever young, I want to be forever young
Do you really want to live forever
Forever and ever
Forever young, I want to be forever young
Do you really want to live forever
",2
"I lost the signal and put you away

Swore upon the sun
I'd save you for a rainy day
Loosen the noose & let go of the rope

I know if it's never coming back it has to go
I keep callin' your name,
keep callin' your name

I wanna hold you close
but I never wanna feel ashamed

So I keep callin' at night, keep callin' at night

I wanna hold you close I just never wanna hold you tight

Goodness gracious I can't seem to stop

Callin' you, Callin' you up
just to keep crawlin' into your arms
Goodness gracious I can't seem to stop

Callin' you, Callin' you up just to
keep crawlin' into your arms

I found the weakness & put it to play

Swore upon the stars
I'd keep you til the night was day
Shake my head dizzy so I'll never know

You said if you're never comin' back you have to go
I keep callin' your name,
keep callin' your name

I wanna hold you close
but I never wanna feel ashamed

So I keep callin' at night,
keep callin' at night

I wanna hold you close
I just never wanna hold you tight

Goodness gracious I can't seem to stop

Callin' you, Callin' you up
just to keep crawlin' into your arms
Goodness gracious I can't seem to stop

Callin' you, Callin' you up just to
keep crawlin' into your arms

Aaaaahhhh

Callin' you up just to keep crawlin' into your arm

Callin' you up just to keep crawlin' into your arm
Oh my goodness, here I go again

Pullin' u back to me, pullin' u back
into my arms so selfishly

I don't think I understand cuz'
I don't really know myself
I keep callin' you up callin' you up

Callin' you up

Callin' you up

Callin' you up

（So I keep call...）

Goodness gracious I can't seem to stop

Callin' you, Callin' you up just to
keep crawlin' into your arms
Goodness gracious I can't seem to stop

Callin' you, Callin' you up just to
keep crawlin' into your arms

Aaahhh

Aaaaahhhhh

Callin' you up just to keep crawlin' into your arms

Callin' you up just to keep crawlin' into your arms
",1
"(Based on official Lyrics from Chronic Town handwritten lyric sheet)

We'll stumble through the yard
We'll stumble through the yard
We'll stumble through the APT
We'll stumble through the yard

Forest forest floor
A racing foliage in store
Yellow mix with golden root
Scan the graveyard
Dig the root

Fallen Chant
Fallen Chant
Fallen Chant
Fallen Chant

It was round about midnight. Hipster town. Imagine going for a walk.
Things get around to taking place. It's not a waste of time.
The rich got a little poorer.
Things get around to taking place if they're gonna happen at all.
Don't need that jazz. Don't need that stuff.
It was round about midnight. Hipster town.
It was round about midnight. Hipster town.",1
"Something always brings me back to you.
It never takes too long.
No matter what I say or do
I'll still feel you here 'til the moment I'm gone.

You hold me without touch.
You keep me without chains.
I never wanted anything so much than to drown in your love
and not feel your rain.

Set me free, leave me be.
I don't want to fall another moment into your gravity.
Here I am and I stand so tall,
just the way I'm supposed to be.
But you're on to me and all over me.

Oh You loved me 'cause I'm fragile.
When I thought that I was strong.
But you touch me for a little while
and all my fragile strength is gone.

Set me free, leave me be.
I don't want to fall another moment into your gravity.
Here I am and I stand so tall,
just the way I'm supposed to be.
But you're on to me and all over me.

I live here on my knees as I try to make you see that
you're everything I think I need here on the ground.
But you're neither friend nor foe though I can't seem to let you go.
The one thing that I still know is that you're keeping me down
Hu~
keeping me down... yeah yeah yeah
But you're on to me on to me and all over me
Something always brings me back to you.
It never takes too long...

bye.. meimei
",2
"Walking around, looking down
For something better
There's nothing better
Same old weird and familiar sound
It's just you leaving town, my God
August came around

Summer comes and
Leaves you with a fever
That you caught
When you were young
Summer goes, makes you feel
Like life is great
And hanging on for more

Empty streets, empty me
Just call me vagabond
Wondering in the sun
This is getting sort of old
Wandering aimlessly
Is it empty streets, or empty me?

Summer comes and
Leaves you with a fever
That you caught
When you were young
Summer goes, makes you feel
Like life is great

And hanging on for more

Hanging, hanging
Holding on for more, hoping, praying,
This will all start over
Come back for me
We will walk the streets
Of this old town
Make me a promise
This will all come back around

Summer comes and goes and leaves you
(You wanted more)
It comes and goes and leaves you

Summer comes and
Leaves you with a fever
That you caught
When you were young
Summer goes, makes you feel
Like life is great
And hanging on for more.

Hanging on for more.",2
"I don't want another pretty face
I don't want just anyone to hold
I don't want my love to go to waste
I want you and your beautiful soul

I know that you are something special
To you I'd be always faithful
I want to be what you always needed
Then I hope you'll see the heart in me
I don't want another pretty face
I don't want just anyone to hold
I don't want my love to go to waste
I want you and your beautiful soul
You're the one I wanna chase
You're the one I wanna hold
I wont let another minute go to waste
I want you and your beautiful soul

You might need time to think it over
But i'm just fine moving forward
I'll ease your mind
If you give me the chance
I will never make you cry come lets try
I don't want another pretty face
I don't want just anyone to hold
I don't want my love to go to waste
I want you and your beautiful soul
You're the one I wanna chase
You're the one I wanna hold
I wont let another minute go to waste
I want you and your beautiful soul

Am I crazy for wanting you
Baby do you think you could want me too
There is nothing left to hide
I don't want another pretty face
I don't want just anyone to hold
I don't want my love to go to waste
I want you and your beautiful soul
You're the one I wanna chase
You're the one I wanna hold
I wont let another minute go to waste
I want you and your beautiful soul
I don't want another pretty face
I don't want just anyone to hold
I don't want my love to go to waste
I want you and your beautiful soul
You beautiful soul, yeah
",1
"Throughout history, there have been many songs written about the eternal triangle. This next one tells the story of Mister Grayson, a beautiful woman and a condemned man named Tom Dooley. When the sun rises tomorrow, Tom Dooley must hang.

Hang down your head, Tom Dooley
Hang down your head and cry
Hang down your head, Tom Dooley
Poor boy, you're bound to die

I met her on the mountain
There I took her life
Met her on the mountain
Stabbed her with my knife

Hang down your head, Tom Dooley
Hang down your head and cry
Hang down your head, Tom Dooley
Poor boy, you're bound to die

This time tomorrow
Reckon where I'll be
Hadn't-a been for Grayson
I'd-a been in Tennessee

Well now, boy
Hang down your head, Tom Dooley
Hang down your head and cry
Hang down your head, Tom Dooley
Poor boy, you're bound to die

Hang down your head and try, Tom Dooley
Hang down your head and cry
Hang down your head and try, Tom Dooley
Poor boy, you're bound to die

This time tomorrow
Reckon where I'll be
Down in some lonesome valley
Hangin' from a white oak tree

Hang down your head, Tom Dooley
Hang down your head and cry
Hang down your head, Tom Dooley
Poor boy, you're bound to die

Well now, boy
Hang down your head, Tom Dooley
Hang down your head and cry
Hang down your head, Tom Dooley
Poor boy, you're bound to die

Poor boy, you're bound to die
Poor boy, you're bound to die
Poor boy, you're bound to die",4
"so this is love
in the end of december
quiet nights
quiet stars
and i'm here
monday to sunday
cause you're fragile
and i'm weak

so you fall
when the nights grow longer
into sleep
and won't wake up
and i'm here
outside here beside you
and i'm weak
until rhe spring

don't you worry
i'll be there for you
don't worry about me
you know me better than that
don't you worry
i'll be there for you
i'll catch you if you would fall

so you drift
when the days grow colder
away from me
and won't look back
far away
and i can't guide you
but i'm here
til the spring

don't you worry
i'll be there for you
don't worry about me
you know me better than that
don't you worry
I'll be there for you
i'll catch you if you would fall
don't worry about me
I'll be there for you
don't worry about me
you know me better than that
don't you worry
I 'll be there for you
i'll catch you if you would fall
i'll catch you if you would fall

",4
